"����","γ��","ҵ��ʱ��","��Ƭ��¼����","��·����","��γ��","�ϳ�վ��","ʵ��վ��"
114.037681,22.615999,"2014/6/11 21:55",325216046,"68·","114.037681,22.615999",10,30
114.040664,22.610099,"2014/6/11 21:57",322507319,"68·","114.040664,22.610099",19,28
114.042434,22.639383,"2014/6/11 16:00",292205041,"68·","114.042434,22.639383",2,31
113.940368,22.562383,"2014/6/11 18:01",327174624,"68·","113.940368,22.562383",17,2
114.030097,22.527465,"2014/6/11 18:36",330209532,"68·","114.030097,22.527465",4,10
114.063003,22.536817,"2014/6/11 18:57",328645065,"68·","114.063003,22.536817",21,15
114.036315,22.618799,"2014/6/11 19:38",324929421,"68·","114.036315,22.618799",10,30
114.031654,22.636339,"2014/6/11 22:28",20304805,"68·","114.031654,22.636339",2,31
114.061363,22.643182,"2014/6/11 7:47",293111430,"68·","114.061363,22.643182",39,35
114.063148,22.6557,"2014/6/11 8:54",293831214,"68·","114.063148,22.6557",1,37
114.039451,22.641117,"2014/6/11 9:10",329579135,"68·","114.039451,22.641117",2,31
114.032218,22.6399,"2014/6/11 9:12",21059649,"68·","114.032218,22.6399",2,31
113.948097,22.530099,"2014/6/11 7:37",323711419,"68·","113.948097,22.530099",3,5
114.023521,22.531505,"2014/6/11 7:48",293669141,"68·","114.023521,22.531505",26,9
114.038887,22.522783,"2014/6/11 7:55",291365334,"68·","114.038887,22.522783",5,11
113.94046,22.548252,"2014/6/11 12:31",291663427,"68·","113.94046,22.548252",6,3
114.061248,22.648332,"2014/6/11 14:04",23412784,"68·","114.061248,22.648332",13,36
114.068969,22.658117,"2014/6/11 15:30",360687324,"68·","114.068969,22.658117",0,37
113.940635,22.560266,"2014/6/11 17:43",700255556,"68·","113.940635,22.560266",17,2
113.940567,22.5442,"2014/6/11 17:54",290624269,"68·","113.940567,22.5442",6,3
114.033729,22.626516,"2014/6/11 19:39",326710540,"68·","114.033729,22.626516",10,30
114.061286,22.648317,"2014/6/11 20:06",293159045,"68·","114.061286,22.648317",13,36
114.062782,22.536933,"2014/6/11 12:20",23441735,"68·","114.062782,22.536933",21,15
114.07225,22.6546,"2014/6/11 14:30",292567746,"68·","114.07225,22.6546",28,39
114.058364,22.63775,"2014/6/11 14:42",293699623,"68·","114.058364,22.63775",12,33
114.03598,22.619583,"2014/6/11 15:05",327118672,"68·","114.03598,22.619583",10,30
114.062347,22.522233,"2014/6/11 17:05",329864519,"68·","114.062347,22.522233",25,14
114.063163,22.528717,"2014/6/11 17:07",325803487,"68·","114.063163,22.528717",25,14
114.062927,22.528152,"2014/6/11 21:16",293165958,"68·","114.062927,22.528152",25,14
114.045463,22.598749,"2014/6/11 7:05",320224882,"68·","114.045463,22.598749",24,25
114.048233,22.638,"2014/6/11 7:27",291091588,"68·","114.048233,22.638",35,32
114.036064,22.619382,"2014/6/11 9:10",327255146,"68·","114.036064,22.619382",10,30
114.04277,22.639316,"2014/6/11 7:06",23591183,"68·","114.04277,22.639316",2,31
114.038215,22.6417,"2014/6/11 7:08",326735623,"68·","114.038215,22.6417",2,31
114.032798,22.629383,"2014/6/11 7:15",291018365,"68·","114.032798,22.629383",10,30
114.035369,22.6224,"2014/6/11 7:18",296120330,"68·","114.035369,22.6224",10,30
114.036331,22.618766,"2014/6/11 7:19",20683434,"68·","114.036331,22.618766",10,30
114.04,22.605316,"2014/6/11 7:27",292832414,"68·","114.04,22.605316",32,26
114.046897,22.518917,"2014/6/11 8:09",323157579,"68·","114.046897,22.518917",8,12
114.035316,22.52485,"2014/6/11 8:17",321377713,"68·","114.035316,22.52485",5,11
114.042533,22.6394,"2014/6/11 13:05",700171301,"68·","114.042533,22.6394",2,31
114.063133,22.537384,"2014/6/11 15:48",326915537,"68·","114.063133,22.537384",21,15
114.031715,22.637367,"2014/6/11 7:45",324236603,"68·","114.031715,22.637367",2,31
114.040451,22.610416,"2014/6/11 8:04",294848907,"68·","114.040451,22.610416",19,28
114.029769,22.528116,"2014/6/11 9:10",327482425,"68·","114.029769,22.528116",4,10
114.036499,22.618865,"2014/6/11 11:45",323461880,"68·","114.036499,22.618865",10,30
114.057952,22.637582,"2014/6/11 13:43",322768183,"68·","114.057952,22.637582",12,33
114.039451,22.641149,"2014/6/11 13:51",294348042,"68·","114.039451,22.641149",2,31
114.035697,22.642467,"2014/6/11 13:53",328843874,"68·","114.035697,22.642467",2,31
114.074279,22.543117,"2014/6/11 14:38",321828661,"68·","114.074279,22.543117",9,17
113.945114,22.533666,"2014/6/11 15:12",330161206,"68·","113.945114,22.533666",29,4
114.033866,22.626916,"2014/6/11 17:19",292032900,"68·","114.033866,22.626916",10,30
113.94065,22.560367,"2014/6/11 21:06",20257758,"68·","113.94065,22.560367",17,2
113.995185,22.527584,"2014/6/11 21:27",361193009,"68·","113.995185,22.527584",18,7
114.039306,22.522668,"2014/6/11 21:37",320462434,"68·","114.039306,22.522668",5,11
114.063133,22.523983,"2014/6/11 21:45",320620725,"68·","114.063133,22.523983",25,14
114.064865,22.537666,"2014/6/11 21:49",292774085,"68·","114.064865,22.537666",21,15
114.074951,22.5428,"2014/6/11 21:53",281093637,"68·","114.074951,22.5428",9,17
114.039817,22.606065,"2014/6/11 22:14",326450149,"68·","114.039817,22.606065",32,26
114.037986,22.641716,"2014/6/11 6:55",361223349,"68·","114.037986,22.641716",2,31
114.035736,22.642383,"2014/6/11 6:55",326944448,"68·","114.035736,22.642383",2,31
114.03305,22.62885,"2014/6/11 7:02",327176062,"68·","114.03305,22.62885",10,30
114.051734,22.518266,"2014/6/11 7:39",295246905,"68·","114.051734,22.518266",8,12
114.036598,22.52425,"2014/6/11 7:46",364026743,"68·","114.036598,22.52425",5,11
114.03543,22.52485,"2014/6/11 7:47",329632487,"68·","114.03543,22.52485",5,11
113.94123,22.539333,"2014/6/11 8:13",296179959,"68·","113.94123,22.539333",6,3
114.037513,22.616333,"2014/6/11 12:52",294302977,"68·","114.037513,22.616333",10,30
114.02983,22.528133,"2014/6/11 13:40",329559556,"68·","114.02983,22.528133",4,10
114.059417,22.52005,"2014/6/11 15:01",293919802,"68·","114.059417,22.52005",25,14
114.073547,22.542865,"2014/6/11 15:12",80261703,"68·","114.073547,22.542865",9,17
113.940681,22.560733,"2014/6/11 19:56",291599653,"68·","113.940681,22.560733",17,2
114.039398,22.613233,"2014/6/11 21:11",328408425,"68·","114.039398,22.613233",14,29
114.032867,22.629383,"2014/6/11 21:15",327467810,"68·","114.032867,22.629383",10,30
114.034599,22.625017,"2014/6/11 7:08",329853343,"68·","114.034599,22.625017",10,30
114.040565,22.609966,"2014/6/11 7:13",329823943,"68·","114.040565,22.609966",19,28
114.029983,22.52745,"2014/6/11 9:46",293827874,"68·","114.029983,22.52745",4,10
114.035263,22.52495,"2014/6/11 19:19",327288591,"68·","114.035263,22.52495",5,11
114.037818,22.64175,"2014/6/11 7:35",322292624,"68·","114.037818,22.64175",2,31
114.035568,22.6424,"2014/6/11 7:35",323794852,"68·","114.035568,22.6424",2,31
114.032569,22.629949,"2014/6/11 7:44",360196514,"68·","114.032569,22.629949",10,30
114.034896,22.623449,"2014/6/11 7:50",290735545,"68·","114.034896,22.623449",10,30
113.947433,22.530349,"2014/6/11 10:23",330277681,"68·","113.947433,22.530349",3,5
114.045433,22.596532,"2014/6/11 14:02",296106347,"68·","114.045433,22.596532",33,24
114.043029,22.52045,"2014/6/11 16:04",291297625,"68·","114.043029,22.52045",8,12
113.945098,22.534082,"2014/6/11 20:08",296214478,"68·","113.945098,22.534082",29,4
113.94078,22.560667,"2014/6/11 20:46",290382943,"68·","113.94078,22.560667",17,2
113.943832,22.539245,"2014/6/11 20:56",23587156,"68·","113.943832,22.539245",29,4
113.945014,22.537649,"2014/6/11 20:57",660428899,"68·","113.945014,22.537649",29,4
114.065483,22.538084,"2014/6/11 21:28",328802865,"68·","114.065483,22.538084",21,15
114.044631,22.599283,"2014/6/11 21:51",441091675,"68·","114.044631,22.599283",24,25
114.040435,22.640466,"2014/6/11 22:11",290600753,"68·","114.040435,22.640466",2,31
114.063133,22.529035,"2014/6/11 21:34",329403984,"68·","114.063133,22.529035",25,14
114.055015,22.635824,"2014/6/11 22:22",291519193,"68·","114.055015,22.635824",12,33
114.062034,22.653667,"2014/6/11 6:38",320955783,"68·","114.062034,22.653667",1,37
114.042549,22.639467,"2014/6/11 6:48",293212625,"68·","114.042549,22.639467",2,31
114.032165,22.639783,"2014/6/11 6:52",321843572,"68·","114.032165,22.639783",2,31
114.040412,22.610366,"2014/6/11 7:04",291396158,"68·","114.040412,22.610366",19,28
113.940383,22.562334,"2014/6/11 8:35",23108009,"68·","113.940383,22.562334",17,2
113.940536,22.54075,"2014/6/11 9:15",326872575,"68·","113.940536,22.54075",6,3
113.947914,22.530082,"2014/6/11 9:22",291127673,"68·","113.947914,22.530082",3,5
114.039352,22.522516,"2014/6/11 9:38",20959852,"68·","114.039352,22.522516",5,11
114.051666,22.518016,"2014/6/11 9:44",291634696,"68·","114.051666,22.518016",8,12
114.071632,22.543167,"2014/6/11 13:08",296048647,"68·","114.071632,22.543167",9,17
114.06295,22.534082,"2014/6/11 18:25",324149921,"68·","114.06295,22.534082",21,15
113.940658,22.540111,"2014/6/11 19:42",328891569,"68·","113.940658,22.540111",6,3
114.062217,22.653932,"2014/6/11 8:12",323878211,"68·","114.062217,22.653932",1,37
114.029716,22.528165,"2014/6/11 9:54",292475705,"68·","114.029716,22.528165",4,10
114.065864,22.658866,"2014/6/11 7:30",321512864,"68·","114.065864,22.658866",1,37
114.062805,22.655122,"2014/6/11 7:31",23182796,"68·","114.062805,22.655122",1,37
114.031814,22.637283,"2014/6/11 7:54",325893833,"68·","114.031814,22.637283",2,31
114.036064,22.619499,"2014/6/11 8:03",323329680,"68·","114.036064,22.619499",10,30
114.035202,22.621833,"2014/6/11 11:59",251181844,"68·","114.035202,22.621833",10,30
114.061279,22.649175,"2014/6/11 12:26",251217148,"68·","114.061279,22.649175",13,36
114.06118,22.643333,"2014/6/11 14:00",296149813,"68·","114.06118,22.643333",39,35
114.049514,22.6378,"2014/6/11 14:09",322451622,"68·","114.049514,22.6378",35,32
114.038085,22.641666,"2014/6/11 14:12",326655609,"68·","114.038085,22.641666",2,31
114.040496,22.610349,"2014/6/11 14:27",325794166,"68·","114.040496,22.610349",19,28
114.045486,22.5988,"2014/6/11 17:27",30070327,"68·","114.045486,22.5988",24,25
114.062103,22.6403,"2014/6/11 18:11",251350973,"68·","114.062103,22.6403",11,34
114.065284,22.658233,"2014/6/11 19:21",322631531,"68·","114.065284,22.658233",1,37
113.94062,22.557533,"2014/6/11 21:28",330121285,"68·","113.94062,22.557533",17,2
113.945014,22.537733,"2014/6/11 21:36",295104362,"68·","113.945014,22.537733",29,4
114.061546,22.652017,"2014/6/11 7:29",321140984,"68·","114.061546,22.652017",13,36
114.061203,22.57275,"2014/6/11 8:26",327461126,"68·","114.061203,22.57275",38,22
113.99665,22.529266,"2014/6/11 9:17",20622703,"68·","113.99665,22.529266",18,7
113.944999,22.537599,"2014/6/11 10:47",291595436,"68·","113.944999,22.537599",29,4
114.064956,22.551376,"2014/6/11 11:29",322693182,"68·","114.064956,22.551376",20,20
114.03173,22.637804,"2014/6/11 14:09",321801173,"68·","114.03173,22.637804",2,31
114.036117,22.61935,"2014/6/11 14:19",293105816,"68·","114.036117,22.61935",10,30
114.042343,22.520984,"2014/6/11 15:07",360158406,"68·","114.042343,22.520984",8,12
113.940551,22.543167,"2014/6/11 16:05",660604258,"68·","113.940551,22.543167",6,3
114.039451,22.522516,"2014/6/11 16:26",327493338,"68·","114.039451,22.522516",5,11
114.040214,22.605667,"2014/6/11 17:15",325696557,"68·","114.040214,22.605667",32,26
114.062927,22.655263,"2014/6/11 19:08",329527046,"68·","114.062927,22.655263",1,37
114.044128,22.519765,"2014/6/11 21:48",325706801,"68·","114.044128,22.519765",8,12
114.035865,22.620132,"2014/6/11 22:24",328707476,"68·","114.035865,22.620132",10,30
114.034469,22.625341,"2014/6/11 6:53",700160307,"68·","114.034469,22.625341",10,30
114.036819,22.524015,"2014/6/11 9:29",291699098,"68·","114.036819,22.524015",5,11
114.043411,22.520462,"2014/6/11 18:33",298896331,"68·","114.043411,22.520462",8,12
113.940483,22.557083,"2014/6/11 19:29",294503634,"68·","113.940483,22.557083",17,2
114.032569,22.629449,"2014/6/11 7:48",292183173,"68·","114.032569,22.629449",10,30
114.035919,22.619733,"2014/6/11 7:55",327457871,"68·","114.035919,22.619733",10,30
114.047447,22.518733,"2014/6/11 8:47",325115283,"68·","114.047447,22.518733",8,12
113.996101,22.528984,"2014/6/11 9:14",280111802,"68·","113.996101,22.528984",18,7
113.947982,22.530082,"2014/6/11 10:29",323424289,"68·","113.947982,22.530082",3,5
114.073753,22.542917,"2014/6/11 11:00",180103684,"68·","114.073753,22.542917",9,17
114.035484,22.642503,"2014/6/11 6:26",50470515,"68·","114.035484,22.642503",2,31
113.940597,22.540634,"2014/6/11 8:40",321958257,"68·","113.940597,22.540634",6,3
114.052345,22.636827,"2014/6/11 6:34",296297557,"68·","114.052345,22.636827",12,33
114.039062,22.641382,"2014/6/11 6:38",292745906,"68·","114.039062,22.641382",2,31
114.034835,22.623249,"2014/6/11 6:47",291991223,"68·","114.034835,22.623249",10,30
114.040985,22.521717,"2014/6/11 7:28",290999151,"68·","114.040985,22.521717",8,12
114.029533,22.528182,"2014/6/11 7:36",328384662,"68·","114.029533,22.528182",4,10
113.944984,22.53885,"2014/6/11 7:53",325626764,"68·","113.944984,22.53885",29,4
114.033653,22.627199,"2014/6/11 12:29",323341940,"68·","114.033653,22.627199",10,30
114.036285,22.524333,"2014/6/11 14:18",151004248,"68·","114.036285,22.524333",5,11
114.047233,22.5186,"2014/6/11 14:24",20041468,"68·","114.047233,22.5186",8,12
113.984817,22.523876,"2014/6/11 18:38",329872332,"68·","113.984817,22.523876",0,37
114.076187,22.546583,"2014/6/11 19:58",660446319,"68·","114.076187,22.546583",9,17
114.058433,22.637765,"2014/6/11 20:48",328028708,"68·","114.058433,22.637765",12,33
114.03173,22.637233,"2014/6/11 11:30",320925148,"68·","114.03173,22.637233",2,31
114.038131,22.615449,"2014/6/11 14:26",327399994,"68·","114.038131,22.615449",10,30
114.036514,22.618816,"2014/6/11 14:29",361368537,"68·","114.036514,22.618816",10,30
114.033782,22.626899,"2014/6/11 14:34",294639164,"68·","114.033782,22.626899",10,30
114.038719,22.641515,"2014/6/11 16:13",322247703,"68·","114.038719,22.641515",2,31
114.040031,22.6054,"2014/6/11 16:38",20135841,"68·","114.040031,22.6054",32,26
114.066047,22.551082,"2014/6/11 16:51",23598738,"68·","114.066047,22.551082",20,20
113.94062,22.559133,"2014/6/11 18:09",330662743,"68·","113.94062,22.559133",17,2
113.940582,22.542467,"2014/6/11 18:27",328162300,"68·","113.940582,22.542467",6,3
113.945014,22.537582,"2014/6/11 18:32",322296606,"68·","113.945014,22.537582",29,4
113.945014,22.536066,"2014/6/11 18:32",361083135,"68·","113.945014,22.536066",29,4
114.051864,22.518066,"2014/6/11 19:02",329836408,"68·","114.051864,22.518066",8,12
114.036499,22.618717,"2014/6/11 19:41",322111940,"68·","114.036499,22.618717",10,30
114.071533,22.655033,"2014/6/11 7:39",360911099,"68·","114.071533,22.655033",28,39
114.066383,22.659616,"2014/6/11 7:41",322937193,"68·","114.066383,22.659616",1,37
114.035949,22.619565,"2014/6/11 8:22",322918025,"68·","114.035949,22.619565",10,30
114.06285,22.538049,"2014/6/11 9:00",20414243,"68·","114.06285,22.538049",21,15
114.062164,22.640283,"2014/6/11 18:22",330189598,"68·","114.062164,22.640283",11,34
114.035331,22.524833,"2014/6/11 7:50",20632082,"68·","114.035331,22.524833",5,11
114.042968,22.520349,"2014/6/11 10:03",320241158,"68·","114.042968,22.520349",8,12
114.069732,22.551116,"2014/6/11 10:27",360935991,"68·","114.069732,22.551116",37,19
114.045349,22.598917,"2014/6/11 10:38",360913331,"68·","114.045349,22.598917",24,25
114.066436,22.659599,"2014/6/11 12:46",328789290,"68·","114.066436,22.659599",1,37
114.032081,22.639783,"2014/6/11 13:06",291436540,"68·","114.032081,22.639783",2,31
114.0457,22.596317,"2014/6/11 13:29",292371629,"68·","114.0457,22.596317",33,24
114.046951,22.518716,"2014/6/11 15:33",322522203,"68·","114.046951,22.518716",8,12
114.051818,22.518083,"2014/6/11 15:35",360726871,"68·","114.051818,22.518083",8,12
114.063163,22.537384,"2014/6/11 15:44",280394529,"68·","114.063163,22.537384",21,15
114.062141,22.64038,"2014/6/11 17:03",293714868,"68·","114.062141,22.64038",11,34
114.063575,22.656255,"2014/6/11 18:02",325475275,"68·","114.063575,22.656255",1,37
114.039932,22.640933,"2014/6/11 18:26",327157860,"68·","114.039932,22.640933",2,31
114.040084,22.605316,"2014/6/11 18:54",291765891,"68·","114.040084,22.605316",32,26
113.945167,22.533765,"2014/6/11 19:55",322036239,"68·","113.945167,22.533765",29,4
113.94168,22.539234,"2014/6/11 20:26",360667753,"68·","113.94168,22.539234",6,3
113.945068,22.53725,"2014/6/11 20:28",294848658,"68·","113.945068,22.53725",29,4
114.038917,22.52285,"2014/6/11 20:49",326643533,"68·","114.038917,22.52285",5,11
114.047615,22.518566,"2014/6/11 20:52",293381638,"68·","114.047615,22.518566",8,12
114.032081,22.631483,"2014/6/11 12:49",325045040,"68·","114.032081,22.631483",10,30
113.94075,22.540199,"2014/6/11 13:59",660041677,"68·","113.94075,22.540199",6,3
114.047164,22.518615,"2014/6/11 15:12",321696581,"68·","114.047164,22.518615",8,12
114.063049,22.535034,"2014/6/11 15:25",328707093,"68·","114.063049,22.535034",21,15
114.0382,22.61565,"2014/6/11 16:00",293411737,"68·","114.0382,22.61565",10,30
114.036262,22.619384,"2014/6/11 16:02",293861455,"68·","114.036262,22.619384",10,30
114.046997,22.518949,"2014/6/11 18:49",441000239,"68·","114.046997,22.518949",8,12
113.940483,22.557382,"2014/6/11 19:47",292599590,"68·","113.940483,22.557382",17,2
113.940467,22.546049,"2014/6/11 19:51",326384001,"68·","113.940467,22.546049",6,3
113.940567,22.542966,"2014/6/11 19:52",20600243,"68·","113.940567,22.542966",6,3
114.03218,22.631532,"2014/6/11 8:26",293860085,"68·","114.03218,22.631532",10,30
114.045753,22.5963,"2014/6/11 8:52",323213440,"68·","114.045753,22.5963",33,24
114.076232,22.54615,"2014/6/11 11:51",322834149,"68·","114.076232,22.54615",9,17
114.040481,22.610183,"2014/6/11 14:46",298856882,"68·","114.040481,22.610183",19,28
114.06108,22.648067,"2014/6/11 19:39",294053237,"68·","114.06108,22.648067",13,36
114.061233,22.642766,"2014/6/11 19:41",326516750,"68·","114.061233,22.642766",39,35
114.052902,22.636699,"2014/6/11 19:47",323374038,"68·","114.052902,22.636699",12,33
114.04988,22.6378,"2014/6/11 19:48",325227087,"68·","114.04988,22.6378",35,32
113.945152,22.5337,"2014/6/11 21:14",294035697,"68·","113.945152,22.5337",29,4
113.940567,22.54075,"2014/6/11 21:43",320025152,"68·","113.940567,22.54075",6,3
114.037918,22.615764,"2014/6/11 22:39",327382437,"68·","114.037918,22.615764",10,30
114.0345,22.623399,"2014/6/11 8:37",361158839,"68·","114.0345,22.623399",10,30
114.035934,22.619583,"2014/6/11 8:38",323648924,"68·","114.035934,22.619583",10,30
114.03675,22.617433,"2014/6/11 8:40",325100576,"68·","114.03675,22.617433",10,30
114.038963,22.522817,"2014/6/11 11:44",293076057,"68·","114.038963,22.522817",5,11
114.037536,22.616184,"2014/6/11 14:51",680883678,"68·","114.037536,22.616184",10,30
114.061248,22.5725,"2014/6/11 15:06",292387405,"68·","114.061248,22.5725",38,22
114.02983,22.528133,"2014/6/11 15:50",322262208,"68·","114.02983,22.528133",4,10
114.046966,22.518749,"2014/6/11 21:00",325392846,"68·","114.046966,22.518749",8,12
114.062179,22.522066,"2014/6/11 22:24",291905141,"68·","114.062179,22.522066",25,14
114.038368,22.641433,"2014/6/11 7:13",360765973,"68·","114.038368,22.641433",2,31
114.031654,22.636791,"2014/6/11 7:18",320120934,"68·","114.031654,22.636791",2,31
114.034835,22.623699,"2014/6/11 7:26",323052112,"68·","114.034835,22.623699",10,30
114.035453,22.524816,"2014/6/11 8:17",290351334,"68·","114.035453,22.524816",5,11
114.032119,22.631834,"2014/6/11 13:19",327490630,"68·","114.032119,22.631834",10,30
114.044998,22.5969,"2014/6/11 13:33",296055340,"68·","114.044998,22.5969",33,24
114.035018,22.525016,"2014/6/11 14:10",294178895,"68·","114.035018,22.525016",5,11
114.042915,22.520416,"2014/6/11 15:41",290761138,"68·","114.042915,22.520416",8,12
114.051719,22.518083,"2014/6/11 15:45",324129236,"68·","114.051719,22.518083",8,12
114.066017,22.659049,"2014/6/11 18:10",293804566,"68·","114.066017,22.659049",1,37
114.042015,22.639717,"2014/6/11 18:30",329349406,"68·","114.042015,22.639717",2,31
114.035034,22.623016,"2014/6/11 18:48",361371967,"68·","114.035034,22.623016",10,30
114.045219,22.596782,"2014/6/11 19:02",329820344,"68·","114.045219,22.596782",33,24
114.059768,22.520395,"2014/6/11 19:31",294389285,"68·","114.059768,22.520395",25,14
114.073898,22.542882,"2014/6/11 21:06",293120763,"68·","114.073898,22.542882",9,17
114.038063,22.615716,"2014/6/11 21:30",293864165,"68·","114.038063,22.615716",10,30
114.031898,22.6361,"2014/6/11 21:41",327409282,"68·","114.031898,22.6361",2,31
114.049026,22.637845,"2014/6/11 21:47",292029447,"68·","114.049026,22.637845",35,32
114.057868,22.637266,"2014/6/11 6:10",322810831,"68·","114.057868,22.637266",12,33
114.042335,22.639415,"2014/6/11 6:13",293061195,"68·","114.042335,22.639415",2,31
114.040573,22.609582,"2014/6/11 6:26",322474432,"68·","114.040573,22.609582",19,28
114.035148,22.62195,"2014/6/11 9:32",328359468,"68·","114.035148,22.62195",10,30
114.037384,22.523767,"2014/6/11 7:37",322483440,"68·","114.037384,22.523767",5,11
114.061714,22.641265,"2014/6/11 10:33",280140283,"68·","114.061714,22.641265",11,34
114.061065,22.647983,"2014/6/11 12:11",251018851,"68·","114.061065,22.647983",13,36
114.03469,22.642763,"2014/6/11 12:22",328727725,"68·","114.03469,22.642763",2,31
114.0624,22.562822,"2014/6/11 17:47",326496100,"68·","114.0624,22.562822",31,21
114.047035,22.518934,"2014/6/11 18:17",360422922,"68·","114.047035,22.518934",8,12
114.04335,22.52045,"2014/6/11 18:18",80360643,"68·","114.04335,22.52045",8,12
113.940567,22.544433,"2014/6/11 19:26",291991842,"68·","113.940567,22.544433",6,3
113.995735,22.528005,"2014/6/11 19:42",297636220,"68·","113.995735,22.528005",18,7
114.074066,22.542917,"2014/6/11 20:10",292582624,"68·","114.074066,22.542917",9,17
114.045463,22.598783,"2014/6/11 20:30",285022227,"68·","114.045463,22.598783",24,25
114.04235,22.639482,"2014/6/11 7:20",361071276,"68·","114.04235,22.639482",2,31
114.039268,22.641134,"2014/6/11 7:21",322366932,"68·","114.039268,22.641134",2,31
114.032333,22.631683,"2014/6/11 7:29",320657846,"68·","114.032333,22.631683",10,30
114.046966,22.518966,"2014/6/11 8:34",326531406,"68·","114.046966,22.518966",8,12
114.039268,22.52275,"2014/6/11 10:24",680987354,"68·","114.039268,22.52275",5,11
114.032165,22.631849,"2014/6/11 13:41",292446330,"68·","114.032165,22.631849",10,30
114.040786,22.61025,"2014/6/11 13:51",328405614,"68·","114.040786,22.61025",19,28
113.94046,22.556705,"2014/6/11 15:18",323147122,"68·","113.94046,22.556705",17,2
114.063079,22.536966,"2014/6/11 16:03",20657930,"68·","114.063079,22.536966",21,15
114.073516,22.542949,"2014/6/11 16:08",323454878,"68·","114.073516,22.542949",9,17
114.049598,22.637783,"2014/6/11 7:22",322919998,"68·","114.049598,22.637783",35,32
114.034934,22.642566,"2014/6/11 7:27",323553076,"68·","114.034934,22.642566",2,31
114.032249,22.639949,"2014/6/11 7:29",294620532,"68·","114.032249,22.639949",2,31
114.061767,22.521932,"2014/6/11 8:23",324685844,"68·","114.061767,22.521932",25,14
114.046951,22.518917,"2014/6/11 8:28",324105140,"68·","114.046951,22.518917",8,12
114.029953,22.527982,"2014/6/11 8:45",326964242,"68·","114.029953,22.527982",4,10
114.040367,22.6102,"2014/6/11 13:55",329539513,"68·","114.040367,22.6102",19,28
114.074836,22.5433,"2014/6/11 14:18",360620262,"68·","114.074836,22.5433",9,17
114.064613,22.537883,"2014/6/11 14:22",23428954,"68·","114.064613,22.537883",21,15
114.062736,22.536516,"2014/6/11 14:23",327412004,"68·","114.062736,22.536516",21,15
114.038986,22.522882,"2014/6/11 14:36",322899506,"68·","114.038986,22.522882",5,11
113.940399,22.54895,"2014/6/11 15:29",320586919,"68·","113.940399,22.54895",6,3
114.063102,22.536983,"2014/6/11 16:08",291602424,"68·","114.063102,22.536983",21,15
114.040946,22.521533,"2014/6/11 12:37",292352081,"68·","114.040946,22.521533",8,12
114.064964,22.53775,"2014/6/11 12:47",326307206,"68·","114.064964,22.53775",21,15
114.075996,22.551,"2014/6/11 12:50",280426261,"68·","114.075996,22.551",0,37
114.045936,22.63845,"2014/6/11 21:07",293801774,"68·","114.045936,22.63845",0,37
114.063026,22.655424,"2014/6/11 6:30",295043269,"68·","114.063026,22.655424",1,37
114.042579,22.639415,"2014/6/11 6:40",23147237,"68·","114.042579,22.639415",2,31
114.034065,22.62565,"2014/6/11 6:47",151042468,"68·","114.034065,22.62565",10,30
114.046249,22.519117,"2014/6/11 7:34",325773957,"68·","114.046249,22.519117",8,12
114.038497,22.523199,"2014/6/11 7:37",323783314,"68·","114.038497,22.523199",5,11
114.034812,22.5251,"2014/6/11 7:38",80291952,"68·","114.034812,22.5251",5,11
114.023368,22.531517,"2014/6/11 9:08",660642732,"68·","114.023368,22.531517",26,9
114.071769,22.65505,"2014/6/11 11:56",251019818,"68·","114.071769,22.65505",28,39
114.061035,22.648117,"2014/6/11 12:05",251023262,"68·","114.061035,22.648117",13,36
114.040115,22.640882,"2014/6/11 12:16",321295644,"68·","114.040115,22.640882",2,31
113.940353,22.549266,"2014/6/11 14:02",290779787,"68·","113.940353,22.549266",6,3
114.045486,22.598749,"2014/6/11 15:11",328638332,"68·","114.045486,22.598749",24,25
114.062049,22.640483,"2014/6/11 15:52",293788561,"68·","114.062049,22.640483",11,34
114.071784,22.654983,"2014/6/11 16:43",361235677,"68·","114.071784,22.654983",28,39
114.061248,22.572517,"2014/6/11 17:42",251392321,"68·","114.061248,22.572517",38,22
113.945014,22.536016,"2014/6/11 19:23",660559494,"68·","113.945014,22.536016",29,4
114.063163,22.537317,"2014/6/11 19:59",360845557,"68·","114.063163,22.537317",21,15
114.063163,22.537317,"2014/6/11 20:00",660487053,"68·","114.063163,22.537317",21,15
114.074768,22.542917,"2014/6/11 20:05",293022494,"68·","114.074768,22.542917",9,17
114.068351,22.659532,"2014/6/11 6:06",151087036,"68·","114.068351,22.659532",34,38
114.063201,22.65575,"2014/6/11 6:08",360909758,"68·","114.063201,22.65575",1,37
114.047218,22.518615,"2014/6/11 13:59",291442570,"68·","114.047218,22.518615",8,12
114.064796,22.5379,"2014/6/11 17:10",326469279,"68·","114.064796,22.5379",21,15
114.046386,22.519065,"2014/6/11 17:23",291302803,"68·","114.046386,22.519065",8,12
114.063148,22.528217,"2014/6/11 19:15",293712601,"68·","114.063148,22.528217",25,14
114.037818,22.615755,"2014/6/11 12:29",327414466,"68·","114.037818,22.615755",10,30
113.996765,22.529466,"2014/6/11 13:17",361189467,"68·","113.996765,22.529466",18,7
114.043647,22.520015,"2014/6/11 14:12",80323819,"68·","114.043647,22.520015",8,12
114.059181,22.5198,"2014/6/11 14:16",328788649,"68·","114.059181,22.5198",25,14
114.06475,22.537715,"2014/6/11 14:25",329660743,"68·","114.06475,22.537715",21,15
